identity_id,okta_login,privilege_level,assigned_groups,account_status,last_login_days,created_date,mfa_status
EMP0253,charles.bailey@company.com,User,Okta_Users,Active,81,2023-02-24,Enrolled
EMP0254,george.bennett@company.com,User,Okta_Users,Active,23,2022-04-21,Enrolled
EMP0256,benjamin.flores@company.com,User,Okta_Users,Active,79,2020-07-31,Enrolled
EMP0257,jonathan.ramirez@company.com,SuperAdmin,Okta_AppAdmins,Active,30,2022-09-14,Enrolled
EMP0258,douglas.wilson@company.com,User,Okta_Users,Active,8,2023-02-13,Enrolled
EMP0259,thomas.ross@company.com,User,Okta_Users,Active,68,2023-03-21,Enrolled
EMP0260,addison.diaz@company.com,User,Okta_Users,Active,87,2021-07-01,Enrolled
EMP0261,betty.wright@company.com,User,Okta_Users,Active,70,2021-11-26,Enrolled
EMP0262,james.white@company.com,User,Okta_Users,Active,52,2023-03-05,Enrolled
EMP0263,angela.rodriguez@company.com,User,Okta_Users,Active,66,2020-03-03,Enrolled
EMP0264,aubrey.ortiz@company.com,User,Okta_Users,Active,5,2022-02-09,Enrolled
EMP0265,gary.baker@company.com,User,Okta_Users,Active,4,2022-01-27,Enrolled
EMP0266,dennis.adams@company.com,User,Okta_Users,Active,62,2020-04-17,Enrolled
EMP0267,matthew.long@company.com,User,Okta_Users,Active,82,2020-06-16,Enrolled
EMP0269,jacob.turner@company.com,User,Okta_Users,Active,84,2021-03-17,Enrolled
EMP0270,isabella.anderson@company.com,User,Okta_Users,Active,79,2022-05-30,Enrolled
EMP0271,kenneth.gray@company.com,User,Okta_Users,Active,32,2022-12-15,NotEnrolled
EMP0272,laura.garcia@company.com,User,Okta_Users,Active,28,2022-03-20,Enrolled
EMP0273,patricia.smith@company.com,User,Okta_Users,Active,9,2021-09-09,NotEnrolled
EMP0274,aaron.moore@company.com,User,Okta_Users,Active,26,2021-08-15,Enrolled
EMP0275,sarah.smith@company.com,User,Okta_Users,Active,10,2022-05-31,Enrolled
EMP0276,charles.carter@company.com,User,Okta_Users,Active,81,2022-10-21,NotEnrolled
EMP0277,henry.bennett@company.com,User,Okta_Users,Active,71,2020-05-27,Enrolled
EMP0278,zachary.patel@company.com,SuperAdmin,Okta_AppAdmins,Active,47,2022-06-12,Enrolled
EMP0279,gary.martinez@company.com,User,Okta_Users,Active,7,2023-03-25,Enrolled
EMP0281,angela.williams@company.com,User,Okta_Users,Active,34,2020-12-17,Enrolled
EMP0282,ella.collins@company.com,User,Okta_Users,Active,9,2020-06-29,Enrolled
EMP0283,douglas.wilson@company.com,User,Okta_Users,Active,9,2022-06-11,Enrolled
EMP0284,angela.ortiz@company.com,User,Okta_Users,Active,66,2022-03-21,NotEnrolled
EMP0285,aubrey.baker@company.com,User,Okta_Users,Active,29,2021-11-13,Enrolled
EMP0286,lisa.martinez@company.com,User,Okta_Users,Active,24,2022-12-22,Enrolled
EMP0287,mark.jimenez@company.com,User,Okta_Users,Active,84,2021-12-20,Enrolled
EMP0288,nathan.chavez@company.com,SuperAdmin,Okta_AppAdmins,Active,22,2021-04-28,Enrolled
EMP0289,daniel.allen@company.com,User,Okta_Users,Active,71,2020-12-21,Enrolled
EMP0290,nancy.ross@company.com,User,Okta_Users,Active,13,2020-12-28,Enrolled
EMP0291,gregory.murphy@company.com,User,Okta_Users,Active,73,2023-02-28,Enrolled
EMP0292,brandon.edwards@company.com,User,Okta_Users,Active,58,2021-10-09,Enrolled
EMP0293,jacob.rodriguez@company.com,User,Okta_Users,Active,54,2022-06-24,Enrolled
EMP0294,kevin.jenkins@company.com,User,Okta_Users,Active,21,2020-04-25,Enrolled
EMP0295,jonathan.martinez@company.com,User,Okta_Users,Active,70,2022-08-03,Enrolled
EMP0296,michael.davis@company.com,User,Okta_Users,Active,43,2021-08-10,Enrolled
EMP0297,alexander.gonzales@company.com,User,Okta_Users,Active,68,2022-11-04,Enrolled
EMP0298,olivia.howard@company.com,SuperAdmin,Okta_AppAdmins,Active,45,2022-07-10,Enrolled
EMP0299,harper.wood@company.com,User,Okta_Users,Active,70,2021-10-20,Enrolled
EMP0300,nicholas.cook@company.com,SuperAdmin,Okta_AppAdmins,Active,47,2020-05-06,Enrolled
EMP0301,jessica.russell@company.com,User,Okta_Users,Active,81,2020-06-21,Enrolled
EMP0302,alexander.thompson@company.com,SuperAdmin,Okta_AppAdmins,Active,77,2021-05-22,Enrolled
EMP0303,jacob.cruz@company.com,SuperAdmin,Okta_AppAdmins,Active,48,2022-01-15,Enrolled
EMP0305,kimberly.gray@company.com,SuperAdmin,Okta_AppAdmins,Active,32,2021-11-16,Enrolled
EMP0307,dennis.barnes@company.com,SuperAdmin,Okta_AppAdmins,Active,50,2021-11-13,NotEnrolled
EMP0308,brandon.james@company.com,User,Okta_Users,Active,36,2021-12-17,Enrolled
EMP0310,jack.hernandez@company.com,User,Okta_Users,Active,66,2023-02-18,Enrolled
EMP0311,alexander.jenkins@company.com,User,Okta_Users,Active,38,2020-09-18,NotEnrolled
EMP0312,riley.coleman@company.com,User,Okta_Users,Active,28,2022-05-17,Enrolled
EMP0313,ronald.williams@company.com,User,Okta_Users,Active,40,2021-09-24,NotEnrolled
EMP0314,sandra.baker@company.com,User,Okta_Users,Active,88,2021-01-28,Enrolled
EMP0315,karen.martin@company.com,User,Okta_Users,Active,70,2021-08-28,Enrolled
EMP0316,joseph.cook@company.com,SuperAdmin,Okta_AppAdmins,Active,73,2021-11-20,Enrolled
EMP0318,betty.coleman@company.com,User,Okta_Users,Active,45,2022-06-15,Enrolled
EMP0319,jeffrey.campbell@company.com,User,Okta_Users,Active,33,2022-06-28,Enrolled
EMP0320,kenneth.long@company.com,User,Okta_Users,Active,74,2021-04-24,Enrolled
EMP0321,paul.flores@company.com,User,Okta_Users,Active,32,2021-02-01,Enrolled
EMP0322,frank.kelly@company.com,User,Okta_Users,Active,11,2022-08-03,Enrolled
EMP0324,ashley.lee@company.com,User,Okta_Users,Active,72,2020-10-10,Enrolled
EMP0325,william.chavez@company.com,User,Okta_Users,Active,9,2022-01-30,Enrolled
EMP0326,stella.wilson@company.com,User,Okta_Users,Active,61,2021-08-06,Enrolled
EMP0327,zoey.lee@company.com,User,Okta_Users,Active,88,2022-07-09,Enrolled
EMP0329,nathan.edwards@company.com,User,Okta_Users,Active,12,2020-02-24,Enrolled
EMP0330,william.gomez@company.com,User,Okta_Users,Active,38,2021-04-27,NotEnrolled
EMP0331,richard.mitchell@company.com,User,Okta_Users,Active,73,2020-02-27,Enrolled
EMP0332,stella.gonzalez@company.com,User,Okta_Users,Active,7,2020-10-26,Enrolled
EMP0333,michael.torres@company.com,User,Okta_Users,Active,42,2020-10-11,Enrolled
EMP0334,jack.stewart@company.com,User,Okta_Users,Active,55,2020-01-11,Enrolled
EMP0335,robert.allen@company.com,User,Okta_Users,Active,15,2020-11-02,Enrolled
EMP0337,kenneth.walker@company.com,User,Okta_Users,Active,29,2020-09-06,Enrolled
EMP0338,paul.turner@company.com,User,Okta_Users,Active,77,2020-05-08,Enrolled
EMP0339,natalie.murphy@company.com,SuperAdmin,Okta_AppAdmins,Active,80,2022-11-21,Enrolled
EMP0340,paul.alvarez@company.com,SuperAdmin,Okta_AppAdmins,Active,5,2021-08-19,Enrolled
EMP0341,james.ward@company.com,User,Okta_Users,Active,72,2021-05-07,Enrolled
EMP0342,ashley.white@company.com,User,Okta_Users,Active,64,2022-12-08,Enrolled
EMP0343,david.ortiz@company.com,User,Okta_Users,Active,86,2022-03-10,Enrolled
EMP0345,aubrey.williams@company.com,User,Okta_Users,Active,50,2020-05-18,Enrolled
EMP0346,paul.sanders@company.com,User,Okta_Users,Active,76,2023-04-06,Enrolled
EMP0347,tyler.nelson@company.com,User,Okta_Users,Active,55,2020-03-31,Enrolled
EMP0348,charlotte.baker@company.com,SuperAdmin,Okta_AppAdmins,Active,16,2022-08-09,Enrolled
EMP0349,ava.watson@company.com,SuperAdmin,Okta_AppAdmins,Active,6,2020-10-03,Enrolled
EMP0350,aria.jimenez@company.com,User,Okta_Users,Active,33,2020-03-16,NotEnrolled
EMP0351,helen.garcia@company.com,User,Okta_Users,Active,64,2020-03-26,Enrolled
EMP0353,andrew.jones@company.com,User,Okta_Users,Active,89,2021-08-08,Enrolled
EMP0354,zachary.jimenez@company.com,User,Okta_Users,Active,71,2021-11-10,Enrolled
EMP0355,sarah.perry@company.com,User,Okta_Users,Active,50,2022-06-13,Enrolled
EMP0357,sophia.ruiz@company.com,User,Okta_Users,Active,25,2022-01-22,Enrolled
EMP0358,stephen.wright@company.com,User,Okta_Users,Active,67,2022-05-19,Enrolled
EMP0359,brenda.cox@company.com,User,Okta_Users,Active,55,2023-01-22,Enrolled
EMP0360,emily.wilson@company.com,User,Okta_Users,Active,73,2021-11-02,NotEnrolled
EMP0361,michelle.flores@company.com,User,Okta_Users,Active,85,2022-05-22,Enrolled
EMP0362,raymond.cruz@company.com,User,Okta_Users,Active,46,2022-07-04,Enrolled
EMP0364,lillian.davis@company.com,User,Okta_Users,Active,41,2022-04-11,Enrolled
EMP0365,isabella.perry@company.com,SuperAdmin,Okta_AppAdmins,Active,39,2020-03-04,Enrolled
EMP0366,douglas.cox@company.com,User,Okta_Users,Active,44,2020-03-12,Enrolled
EMP0367,david.walker@company.com,User,Okta_Users,Active,56,2022-01-11,Enrolled
EMP0368,scott.jones@company.com,SuperAdmin,Okta_AppAdmins,Active,29,2022-07-10,Enrolled
EMP0369,dorothy.cruz@company.com,User,Okta_Users,Active,47,2023-03-21,Enrolled
EMP0371,sharon.young@company.com,User,Okta_Users,Active,10,2020-02-23,Enrolled
EMP0373,ruth.jimenez@company.com,User,Okta_Users,Active,6,2022-07-02,Enrolled
EMP0374,samuel.torres@company.com,User,Okta_Users,Active,79,2021-02-13,Enrolled
EMP0375,karen.barnes@company.com,User,Okta_Users,Active,36,2022-07-14,NotEnrolled
EMP0376,samantha.alvarez@company.com,User,Okta_Users,Active,88,2020-06-28,Enrolled
EMP0377,victoria.henderson@company.com,User,Okta_Users,Active,39,2021-12-12,Enrolled
EMP0378,david.peterson@company.com,User,Okta_Users,Active,2,2021-09-06,Enrolled
EMP0379,aria.price@company.com,SuperAdmin,Okta_AppAdmins,Active,27,2022-01-10,Enrolled
EMP0380,steven.thomas@company.com,User,Okta_Users,Active,66,2020-10-11,Enrolled
EMP0381,lillian.murphy@company.com,SuperAdmin,Okta_AppAdmins,Active,79,2022-01-09,Enrolled
EMP0382,harper.mitchell@company.com,User,Okta_Users,Active,18,2023-02-03,Enrolled
EMP0383,samuel.lopez@company.com,User,Okta_Users,Active,85,2021-09-25,NotEnrolled
EMP0384,aria.castillo@company.com,User,Okta_Users,Active,74,2022-12-12,Enrolled
EMP0385,aaron.evans@company.com,User,Okta_Users,Active,67,2020-09-13,NotEnrolled
EMP0386,alexander.martinez@company.com,User,Okta_Users,Active,21,2022-08-12,NotEnrolled
EMP0387,stephen.hall@company.com,User,Okta_Users,Active,89,2023-02-03,Enrolled
EMP0388,evelyn.white@company.com,User,Okta_Users,Active,83,2022-06-05,Enrolled
EMP0389,ethan.davis@company.com,User,Okta_Users,Active,8,2022-11-27,Enrolled
EMP0390,kevin.perez@company.com,User,Okta_Users,Active,84,2021-10-22,Enrolled
EMP0391,steven.hall@company.com,User,Okta_Users,Active,13,2020-06-10,NotEnrolled
EMP0392,helen.brooks@company.com,User,Okta_Users,Active,83,2020-09-13,Enrolled
EMP0393,kevin.ward@company.com,User,Okta_Users,Active,48,2022-10-26,Enrolled
EMP0394,lisa.ramos@company.com,SuperAdmin,Okta_AppAdmins,Active,40,2020-12-16,Enrolled
EMP0395,ella.castillo@company.com,User,Okta_Users,Active,76,2023-02-28,Enrolled
EMP0396,lucy.gonzales@company.com,User,Okta_Users,Active,64,2020-06-15,Enrolled
EMP0397,alexander.foster@company.com,User,Okta_Users,Active,71,2021-03-07,Enrolled
EMP0398,harper.turner@company.com,User,Okta_Users,Active,31,2022-10-16,Enrolled
EMP0399,charlotte.nguyen@company.com,User,Okta_Users,Active,39,2022-09-16,Enrolled
EMP0401,elizabeth.ruiz@company.com,SuperAdmin,Okta_AppAdmins,Active,20,2020-11-19,NotEnrolled
EMP0402,ashley.morris@company.com,User,Okta_Users,Active,87,2021-02-21,Enrolled
EMP0403,abigail.jackson@company.com,User,Okta_Users,Active,80,2021-10-15,Enrolled
EMP0405,dorothy.rogers@company.com,User,Okta_Users,Active,64,2021-10-15,Enrolled
EMP0406,olivia.thomas@company.com,User,Okta_Users,Active,7,2022-07-09,Enrolled
EMP0407,daniel.gonzalez@company.com,SuperAdmin,Okta_AppAdmins,Active,3,2021-08-17,Enrolled
EMP0409,nathan.adams@company.com,User,Okta_Users,Active,35,2021-01-23,Enrolled
EMP0410,matthew.murphy@company.com,User,Okta_Users,Active,43,2022-10-18,Enrolled
EMP0411,sophia.williams@company.com,User,Okta_Users,Active,84,2022-03-16,Enrolled
EMP0412,gary.walker@company.com,User,Okta_Users,Active,48,2023-04-09,Enrolled
EMP0413,william.miller@company.com,User,Okta_Users,Active,86,2022-10-10,Enrolled
EMP0414,peter.butler@company.com,User,Okta_Users,Active,80,2021-08-08,Enrolled
EMP0415,maria.henderson@company.com,User,Okta_Users,Active,53,2022-06-01,Enrolled
EMP0416,peter.king@company.com,User,Okta_Users,Active,19,2022-04-05,Enrolled
EMP0417,linda.phillips@company.com,SuperAdmin,Okta_AppAdmins,Active,77,2023-03-13,Enrolled
EMP0418,mark.campbell@company.com,User,Okta_Users,Active,69,2020-05-30,Enrolled
EMP0419,jonathan.edwards@company.com,User,Okta_Users,Active,83,2020-08-31,Enrolled
EMP0420,joseph.gomez@company.com,User,Okta_Users,Active,69,2021-11-25,Enrolled
